name,latitude,longitude,iso
Mangai,-4.0396,19.53,CD
Oakton,38.8887,-77.3016,US
Braintree Town,42.2039,-71.0022,US
Commack,40.8443,-73.2834,US
Qulsary,46.9833,54.0165,KZ
Farmers Branch,32.9272,-96.8806,US
Monrovia,34.165,-117.9921,US
Kampene,-3.5995,26.67,CD
Galloway,39.4914,-74.4802,US
Kalispell,48.2156,-114.3261,US
Parkland,47.1417,-122.4376,US
Oakville,38.4472,-90.3199,US
San Juan,26.1903,-98.152,US
Wildomar,33.6173,-117.2583,US
Chimboy Shahri,42.9311,59.7708,UZ
Moss,59.437,10.6692,NO
Yorktown,41.2727,-73.8092,US
Clifton Park,42.8587,-73.8242,US
Crestview,30.7481,-86.5784,US
Kalgoorlie,-30.7354,121.46,AU
Greenfield,42.9619,-88.0051,US
Addison,41.9314,-88.0085,US
Morondava,-20.2833,44.2833,MG
Moorpark,34.2855,-118.877,US
Cottage Grove,44.8161,-92.9274,US
Brighton,43.1175,-77.5835,US
Shrewsbury,42.2842,-71.7154,US
Kambove,-10.8696,26.6,CD
Portage,41.5866,-87.1792,US
Kasimov,54.9435,41.3931,RU
Serdobsk,52.4622,44.2218,RU
Winter Springs,28.6889,-81.2704,US
Calumet City,41.6134,-87.5505,US
Portsmouth,38.7539,-82.9446,US
Cedar City,37.6834,-113.0956,US
Tunduma,-9.2846,32.7749,TZ
Dunedin,28.0329,-82.7863,US
Bermejo,-22.7296,-64.35,BO
Zharkent,44.1616,79.9801,KZ
Voi,-3.3696,38.57,KE
Kaniama,-7.5696,24.17,CD
New Albany,38.3076,-85.8241,US
Trumbull,41.2602,-73.2083,US
St. Marys,30.7567,-81.5722,US
Ewing,40.265,-74.8005,US
Guaira,-24.09,-54.27,BR
Merritt Island,28.3146,-80.6713,US
Oregon City,45.3414,-122.5927,US
Oak Creek,42.8803,-87.9009,US
Roseville,45.0155,-93.1544,US
Yirga `Alem,6.7504,38.41,ET
Phenix City,32.4588,-85.0251,US
Owasso,36.2882,-95.8328,US
Slantsy,59.1116,28.0747,RU
Cleburne,32.3561,-97.4145,US
Baikonur,45.6914,63.2413,KZ
Nyaungdon,17.0433,95.6429,MM
Franklin,42.8854,-88.0104,US
Nanyuki,0.0204,37.06,KE
Severoural'sk,60.1565,59.9615,RU
Tucker,33.8436,-84.2021,US
Acu,-5.5796,-36.9101,BR
San Juan Capistrano,33.5009,-117.6544,US
Masasi,-10.7296,38.7999,TZ
Claremont,34.1259,-117.7153,US
Guayaramerin,-10.83,-65.41,BO
Hato Mayor,18.764,-69.257,DO
Land O' Lakes,28.2075,-82.4476,US
Blagodarnyy,45.1047,43.4344,RU
Boyarka,70.767,97.5,RU
Natick,42.2847,-71.3497,US
Hilliard,40.0353,-83.1578,US
LaGrange,33.0274,-85.0384,US
Jipijapa,-1.3496,-80.58,EC
Zvishavane,-20.3296,30.05,ZW
Yalutorovsk,56.6736,66.2983,RU
Valuyki,50.2091,38.0987,RU
Pennsauken,39.9649,-75.0563,US
Douglas,54.1504,-4.48,IM
Shawnee,35.3525,-96.9647,US
Atbasar,51.8219,68.3477,KZ
Bettendorf,41.5656,-90.4764,US
Pahrump,36.2411,-116.0176,US
Martinez,33.5209,-82.0985,US
Benton,34.5771,-92.5715,US
Olney,39.1466,-77.0715,US
Victoria Falls,-17.9296,25.84,ZW
Guilderland,42.708,-73.9631,US
Cooper City,26.0463,-80.2862,US
La Vergne,36.0203,-86.5582,US
Kumo,10.0457,11.2131,NG
West Fargo,46.8573,-96.9057,US
Kuala Kapuas,-3.0996,114.35,ID
Tibati,6.467,12.6333,CM
Georgetown,38.2251,-84.5481,US
Rimouski,48.4337,-68.5167,CA
Shar'ya,58.3798,45.5094,RU
Yangambi,0.7704,24.43,CD
Wildwood,38.5799,-90.6698,US
Prattville,32.4605,-86.4588,US
Honda,5.1903,-74.75,CO
Pala Oua,9.3504,14.9666,TD
Bougouni,11.4204,-7.49,ML
Randallstown,39.3723,-76.8024,US
Kundian,32.4522,71.4718,PK
Inver Grove Heights,44.8247,-93.0596,US
Andover,42.6466,-71.1651,US
La Porte,29.669,-95.0483,US
Waxahachie,32.4032,-96.8444,US
Upper Arlington,40.0272,-83.0704,US
Paradise,39.7558,-121.6063,US
Esik,43.3691,77.4438,KZ
Yarumal,7.0306,-75.5905,CO
Saint-Benoit,-21.0335,55.7128,RE
Gahanna,40.0251,-82.8637,US
Vac,47.7837,19.1332,HU
East Point,33.6696,-84.47,US
Woodburn,45.1476,-122.8584,US
Peachtree City,33.3943,-84.5711,US
Holly Springs,35.654,-78.8403,US
El Mirage,33.5905,-112.3271,US
Clermont,28.5403,-81.7296,US
Evans,33.5619,-82.1351,US
Nacogdoches,31.6135,-94.6528,US
Praya,-8.7223,116.2923,ID
Granbury,32.4484,-97.7685,US
Bell Ville,-32.6,-62.68,AR
Korsakov,46.6424,142.7775,RU
Chelmsford,42.6,-71.3631,US
Monroe,35.0061,-80.5593,US
Lockport,43.1698,-78.6956,US
Kotah-ye `Ashro,34.45,68.8,AF
Pleasant Hill,37.954,-122.0759,US
Timmins,48.4666,-81.3333,CA
Kamsar,10.6854,-14.605,GN
Bethlehem,42.5856,-73.8219,US
Ikot Abasi,4.5704,7.56,NG
Coventry,41.6933,-71.6611,US
Merrillville,41.4728,-87.3197,US
Brunswick,41.2465,-81.8198,US
Oswego,41.6834,-88.3372,US
Auburn,38.895,-121.0777,US
Aksay,51.1714,53.0349,KZ
Viacha,-16.65,-68.3,BO
Stow,41.1765,-81.4344,US
Carrollwood,28.0577,-82.5149,US
Bezhetsk,57.7647,36.69,RU
Mount Juliet,36.1991,-86.5114,US
Nueve de Julio,-35.446,-60.89,AR
Boardman,41.0334,-80.6671,US
Glastonbury,41.6922,-72.5472,US
Riviera Beach,26.7812,-80.0741,US
Oak Harbor,48.2965,-122.6331,US
Leawood,38.9075,-94.6258,US
Grass Valley,39.2237,-121.0521,US
Prince Albert,53.2,-105.75,CA
Chacabuco,-34.65,-60.49,AR
Sanford,35.4874,-79.1772,US
Cumberland,41.9703,-71.4198,US
Orangevale,38.688,-121.2208,US
Merauke,-8.4932,140.4018,ID
Galesburg,40.9506,-90.3763,US
Kearney,40.7008,-99.0847,US
Gillette,44.2752,-105.4984,US
Russellville,35.2763,-93.1383,US
Kondopoga,62.2087,34.2887,RU
Menlo Park,37.4686,-122.1672,US
Kennesaw,34.0262,-84.6177,US
Dartmouth,41.6138,-70.9973,US
New City,41.1543,-73.9909,US
Carmel,41.3898,-73.7239,US
San Dimas,34.1082,-117.809,US
Staraya Russa,57.9948,31.3544,RU
Vestavia Hills,33.4518,-86.7438,US
Businga,3.3404,20.87,CD
Owings Mills,39.4115,-76.7913,US
Slavgorod,53.0049,78.6696,RU
Middletown,39.4453,-75.7166,US
Sonoma,38.2902,-122.4598,US
Navarre,30.4174,-86.8907,US
Adelanto,34.5815,-117.4397,US
Socorro,31.6384,-106.2601,US
Biharamulo,-2.6296,31.31,TZ
Tooele,40.5393,-112.3082,US
Lebanon,36.2039,-86.3475,US
Cottonwood Heights,40.6137,-111.8144,US
Hwange,-18.37,26.5,ZW
Puerto Berrio,6.4804,-74.42,CO
Tuquerres,1.09,-77.6199,CO
Vibo Valentia,38.6666,16.1,IT
Dakota Ridge,39.6194,-105.1341,US
Deer Park,29.6898,-95.1151,US
Verkhniy Ufaley,56.0663,60.2313,RU
Zaozernyy,55.962,94.7028,RU
Schaffhausen,47.706,8.633,CH
Nagua,19.376,-69.847,DO
Newark,39.6776,-75.7573,US
Bridgeton,39.4286,-75.2281,US
Salisbury,35.6657,-80.491,US
Riverhead,40.9409,-72.7095,US
Luuq,3.8005,42.55,SO
Arcata,40.8615,-124.0757,US
Rostov,57.1892,39.4043,RU
Randolph,42.1778,-71.0539,US
Meadow Woods,28.3698,-81.3467,US
Douglasville,33.7384,-84.7068,US
Woodridge,41.7368,-88.0408,US
Sicuani,-14.2896,-71.23,PE
Shepparton,-36.3746,145.3914,AU
Fairborn,39.801,-84.0094,US
Ferry Pass,30.5203,-87.1904,US
Franklin,41.1101,-74.5886,US
Dyat'kovo,53.5891,34.3392,RU
Laramie,41.3099,-105.6085,US
North Ridgeville,41.3851,-82.0194,US
Pikesville,39.3893,-76.702,US
University Place,47.2148,-122.546,US
Northbrook,42.1292,-87.8353,US
Valparaiso,41.4782,-87.0507,US
Martinsville,36.6827,-79.8636,US
Segezha,63.7548,34.3243,RU
Forbe Oroya,-11.52,-75.94,PE
Lexington,42.4456,-71.2307,US
Derry,42.8888,-71.2804,US
Lebowakgomo,-24.1996,29.5,ZA
Salina,43.1031,-76.1758,US
Springville,40.1638,-111.6206,US
Post Falls,47.7203,-116.9396,US
Lawrence,40.2954,-74.7205,US
Pullman,46.734,-117.1669,US
Central Islip,40.7837,-73.1945,US
Atamyrat,37.8248,65.1997,TM
Velikiy Ustyug,60.7687,46.2987,RU
Mason,39.3571,-84.3023,US
Goshen,41.574,-85.8304,US
Alabaster,33.2198,-86.8226,US
Mount Isa,-20.7239,139.49,AU
Gualeguay,-33.15,-59.34,AR
Foley,30.3984,-87.6648,US
Ken Caryl,39.5769,-105.1138,US
Tweed Heads,-28.1826,153.5466,AU
Mushie,-3.0196,16.92,CD
Hanumannagar,26.5333,86.7333,NP
Gaya,11.8882,3.4467,NE
Estero,26.4277,-81.7951,US
Calhoun,34.4917,-84.9391,US
Aral,46.8,61.6666,KZ
Franklin Town,42.0862,-71.4113,US
Fairmont,39.4768,-80.1491,US
Reggane,26.7,0.1666,DZ
Djenne,13.9,-4.55,ML
Safaja,26.7337,33.9333,EG
Kholmsk,47.0473,142.0624,RU
Andover,45.2571,-93.3265,US
Sun Prairie,43.1827,-89.2357,US
Plainfield,39.6956,-86.3708,US
Carlsbad,32.4013,-104.2388,US
Key West,24.5637,-81.7768,US
Warsaw,41.2443,-85.8478,US
Omutninsk,58.6589,52.1592,RU
Lake Stevens,48.0029,-122.096,US
Elk Grove Village,42.0061,-87.9929,US
Alamogordo,32.8837,-105.9624,US
Pekin,40.5677,-89.6263,US
St. Charles,41.9193,-88.311,US
Copperas Cove,31.1192,-97.914,US
Queanbeyan,-35.3546,149.2113,AU
Ridgecrest,35.6308,-117.6621,US
Bowling Green,41.3773,-83.6501,US
DeLand,29.0224,-81.2873,US
Qarqan,38.1338,85.5333,CN
La Verne,34.1208,-117.7702,US
Beyneu,45.1834,55.1,KZ
Kudymkar,59.0162,54.633,RU
Bethel Park,40.3239,-80.0364,US
Melton,-37.6895,144.57,AU
Massillon,40.7839,-81.5256,US
De Aar,-30.65,24,ZA
Florence,38.99,-84.6471,US
Westlake,41.4524,-81.9295,US
East Lake,28.1205,-82.6868,US
Eagle Mountain,40.3137,-112.0114,US
Oxford,34.3609,-89.5286,US
Parkland,26.3218,-80.2533,US
Kristianstad,56.0337,14.1333,SE
Rome,43.226,-75.491,US
Starkville,33.4608,-88.8297,US
Matthews,35.1195,-80.7101,US
Eldersburg,39.4041,-76.9529,US
Koupela,12.177,-0.356,BF
El Golea,30.5666,2.8833,DZ
Dania Beach,26.0593,-80.1638,US
Coos Bay,43.3789,-124.233,US
Clarence,43.0196,-78.6375,US
Centereach,40.8696,-73.0808,US
Pativilca,-10.6996,-77.8,PE
Fruit Cove,30.0972,-81.6176,US
Southlake,32.9545,-97.1503,US
Princeton,40.3563,-74.6693,US
Santa Rita,10.5318,-71.5039,VE
Gimbi,9.167,35.8333,ET
Kaysville,41.0291,-111.9455,US
Alliance,40.9107,-81.1189,US
Petersburg,37.2043,-77.3913,US
North Olmsted,41.415,-81.919,US
Columbus,33.5088,-88.4097,US
Redmond,44.2631,-121.1798,US
Hopkinsville,36.8383,-87.4779,US
Chillicothe,39.3393,-82.9937,US
Jacareacanga,-6.2666,-57.65,BR
Balyqshy,47.0666,51.8666,KZ
Villarrica,-39.28,-72.23,CL
Dubbo,-32.26,148.5973,AU
Willingboro,40.028,-74.8882,US
Woodstock,34.1026,-84.5085,US
I`zaz,36.5888,37.0441,SY
Caboolture,-27.083,152.95,AU
Barabinsk,55.3573,78.3519,RU
Liberty,39.2394,-94.4191,US
Naugatuck,41.489,-73.0518,US
Lismore,-28.8167,153.2931,AU
Marrero,29.8871,-90.1126,US
Gubakha,58.8691,57.5887,RU
Koneurgench,42.3167,59.1667,TM
Mundelein,42.2692,-88.0101,US
Clearfield,41.103,-112.0237,US
Cauquenes,-35.96,-72.32,CL
French Valley,33.5998,-117.1069,US
Savage,44.7544,-93.3631,US
Cicero,43.1664,-76.0661,US
Sasovo,54.3491,41.9087,RU
Laguna Hills,33.592,-117.6992,US
Skelleftea,64.7721,20.95,SE
Wheat Ridge,39.7727,-105.1028,US
Buurhakaba,2.7837,44.0833,SO
Bel Air North,39.5544,-76.3733,US
Placerville,38.7308,-120.7978,US
Milledgeville,33.0874,-83.2414,US
Falmouth,41.5915,-70.5914,US
Marovoay,-16.0995,46.6333,MG
Greenville,33.385,-91.0514,US
Des Moines,47.3914,-122.3154,US
Banning,33.9461,-116.8991,US
Auburn,42.9338,-76.5685,US
Fallbrook,33.3693,-117.2258,US
Goleta,34.436,-119.8595,US
Dracut,42.6832,-71.301,US
Redan,33.7393,-84.1644,US
Pingxiang,22.0974,106.7567,CN
Quesada,10.3305,-84.44,CR
Rio Grande,-53.7914,-67.699,AR
Orangeburg,33.4928,-80.8671,US
Sherwood,34.8509,-92.2029,US
Harker Heights,31.0572,-97.6445,US
Lucapa,-8.4196,20.74,AO
Algonquin,42.1629,-88.3158,US
Wooster,40.8166,-81.9334,US
Brooklyn Center,45.0681,-93.3162,US
Lakeside,30.1356,-81.7674,US
Mossendjo,-2.9396,12.72,CG
Saratoga,37.2684,-122.0263,US
Pueblo West,38.3551,-104.7266,US
Greer,34.9315,-82.2316,US
Winter Park,28.5987,-81.3438,US
Nogales,31.3624,-110.9336,US
Guasdualito,7.24,-70.74,VE
Huamachuco,-7.81,-78.0499,PE
Karpinsk,59.7602,60.0098,RU
Rochester,43.299,-70.9787,US
Gurnee,42.3708,-87.9392,US
Los Altos,37.3685,-122.0966,US
Los Gatos,37.2302,-121.956,US
Aiken,33.5304,-81.727,US
Granger,41.7373,-86.135,US
South Kingstown,41.4458,-71.5441,US
Holladay,40.6599,-111.8226,US
Kahului,20.8715,-156.4603,US
Fair Oaks,38.6504,-121.2497,US
Mednogorsk,51.4191,57.5787,RU
Tewksbury,42.612,-71.2278,US
Palapye,-22.5596,27.13,BW
Mercedes,-29.1796,-58.08,AR
San Luis,32.4911,-114.7089,US
Clinton,41.8434,-90.2409,US
Butte,45.902,-112.6571,US
Ambanja,-13.6829,48.45,MG
Peru,41.349,-89.1368,US
Curanilahue,-37.48,-73.34,CL
Barstow,34.8661,-117.0472,US
Newington,41.687,-72.7308,US
Nicholasville,37.8904,-84.5668,US
Banamba,13.5504,-7.45,ML
Springfield,38.7809,-77.1839,US
Deptford,39.8157,-75.1181,US
Prairieville,30.3151,-90.9571,US
Spanaway,47.0979,-122.4233,US
Gladstone,-23.8533,151.2467,AU
Smithfield,35.5131,-78.3495,US
North Tonawanda,43.0457,-78.8659,US
Spring Valley,32.7317,-116.9766,US
Westfield,40.6515,-74.3433,US
Needham,42.2814,-71.2411,US
South Riding,38.912,-77.5132,US
Borzya,50.3886,116.5186,RU
Atascadero,35.4827,-120.6858,US
Telimele,10.905,-13.043,GN
North Royalton,41.3138,-81.7452,US
Texarkana,33.4361,-93.996,US
Opelika,32.6621,-85.3772,US
Grajau,-5.81,-46.15,BR
Garden City,37.9754,-100.8528,US
Walnut,34.0334,-117.8593,US
Ballwin,38.595,-90.5501,US
Carney,39.405,-76.5236,US
Gloucester,42.626,-70.6897,US
North Andover,42.6713,-71.0865,US
Kibiti,-7.7296,38.95,TZ
Moanda,-1.5655,13.2,GA
Ypacarai,-25.41,-57.28,PY
Kerrville,30.0398,-99.1319,US
East Liverpool,40.6333,-80.5677,US
Kombissiri,12.064,-1.334,BF
Svetogorsk,61.1013,28.9177,RU
Milford Mill,39.3444,-76.7668,US
Wuyuan,41.0896,108.2722,CN
Villa Angela,-27.5833,-60.7167,AR
Madison Heights,42.5073,-83.1034,US
Kulat,-8.7151,115.1841,ID
Orcutt,34.8668,-120.4269,US
Casma,-9.44,-78.21,PE
Bourem Guindou,16.9004,-0.35,ML
Mavinga,-15.7895,20.36,AO
Winona,44.0509,-91.6689,US
Livingston,40.7855,-74.3291,US
Milton,41.009,-76.8506,US
Warrnambool,-38.38,142.47,AU
Athens,39.3269,-82.0987,US
Castro,-42.4808,-73.7623,CL
Sunbury,-37.5696,144.71,AU
Kent,41.149,-81.361,US
Chicago Heights,41.5101,-87.6347,US
South Lake Tahoe,38.9393,-119.9828,US
Lawrenceville,33.9525,-83.9928,US
Rexburg,43.8222,-111.7924,US
North Chicago,42.3172,-87.8596,US
Kabalo,-6.0496,26.91,CD
Shieli,44.167,66.75,KZ
Fountain,38.6888,-104.6829,US
Mandali,33.7436,45.5464,IQ
Highland Park,42.1823,-87.8105,US
Sovetskaya Gavan',48.9699,140.2749,RU
Ukiah,39.1463,-123.2105,US
Somerset,37.0816,-84.6089,US
Crown Point,41.4141,-87.3456,US
New Iberia,30.0049,-91.8202,US
Jaguarao,-32.56,-53.37,BR
Saratoga Springs,40.3448,-111.9153,US
Kirovsk,67.6091,33.6687,RU
American Fork,40.3793,-111.7951,US
Syracuse,41.0864,-112.0697,US
Glenville,42.8869,-73.9925,US
Fitchburg,42.9859,-89.4255,US
Niles,42.0279,-87.81,US
Duluth,34.0053,-84.1491,US
Chamblee,33.8842,-84.3008,US
Rotterdam,42.8133,-74.0129,US
Atwater,37.3543,-120.5981,US
Voorhees,39.845,-74.955,US
Pontes e Lacerda,-15.2196,-59.35,BR
Sosnogorsk,63.5948,53.8943,RU
East Fishkill,41.5567,-73.7824,US
Cheshire,41.5114,-72.9036,US
O'Fallon,38.5976,-89.9156,US
Sanford,43.4244,-70.7573,US
Firestone,40.1563,-104.9495,US
Cibolo,29.564,-98.2125,US
Raytown,38.9944,-94.4641,US
Cottica,3.85,-54.2333,SR
Athens,34.7847,-86.951,US
Cornelius,35.4731,-80.8822,US
Taua,-5.9995,-40.31,BR
Lake Magdalene,28.0875,-82.4791,US
Vernon,41.8364,-72.4606,US
Svendborg,55.0704,10.6167,DK
Fleming Island,30.0988,-81.7124,US
Johnston,41.8274,-71.5201,US
Geneva,42.8644,-76.9827,US
SeaTac,47.4445,-122.2986,US
Norwood,42.1861,-71.1948,US
Stockbridge,33.5253,-84.2294,US
Tame,6.4603,-71.74,CO
Oak Ridge,35.9638,-84.2938,US
Aberdeen,46.9757,-123.8095,US
Southgate,42.2047,-83.2057,US
Nouna,12.729,-3.86,BF
Lumberton,34.6312,-79.0186,US
Windsor,41.871,-72.6736,US
North Attleborough,41.9699,-71.3345,US
Tocache Nuevo,-8.1796,-76.52,PE
Mount Olive,40.8662,-74.7426,US
Plattsburgh,44.6951,-73.4563,US
East Haven,41.2984,-72.8577,US
Wellesley,42.3043,-71.2855,US
Central,30.5593,-91.0369,US
Morgan City,29.7041,-91.192,US
Salem,42.7902,-71.2203,US
Lake in the Hills,42.1913,-88.3478,US
Hermiston,45.8322,-119.286,US
Newberg,45.3075,-122.9601,US
Garner,35.6938,-78.6199,US
Agawam Town,42.0657,-72.6526,US
Burlington,40.8072,-91.1247,US
Tupiza,-21.4396,-65.72,BO
Maryville,35.7469,-83.9787,US
Granite City,38.7295,-90.1263,US
Chili,43.0845,-77.7541,US
West Warwick,41.6986,-71.5156,US
West Springfield Town,42.1253,-72.6503,US
Perry Hall,39.4067,-76.4781,US
Henderson,37.8397,-87.5798,US
Gates,43.1514,-77.713,US
Burton,42.9974,-83.6175,US
Monterey,36.5922,-121.8807,US
Schererville,41.487,-87.4444,US
Milford,42.1565,-71.5188,US
Big Spring,32.2387,-101.4802,US
Ak'ordat,15.549,37.8867,ER
Northampton,42.3266,-72.6745,US
Karasuk,53.7273,78.0219,RU
Harrison,41.0233,-73.7192,US
Wallkill,41.4853,-74.3941,US
Jacksonville,34.8807,-92.1302,US
Bella Vista,36.4667,-94.2707,US
Kartaly,53.0474,60.6819,RU
Mehlville,38.5018,-90.3149,US
Zheleznogorsk-Ilimskiy,56.5762,104.1227,RU
Mpika,-11.83,31.46,ZM
Lacey,39.8564,-74.2624,US
Austintown,41.0932,-80.7405,US
Kotel'nich,58.3041,48.3137,RU
Casselberry,28.6625,-81.3218,US
Sunbury,40.8617,-76.7874,US
Acarau,-2.8896,-40.12,BR
Benicia,38.0704,-122.1541,US
Stoughton,42.1192,-71.1019,US
Ico,-6.4,-38.85,BR
Dal'nerechensk,45.9273,133.7223,RU
West Windsor,40.2897,-74.6267,US
Crofton,39.0144,-76.68,US
Wisconsin Rapids,44.3928,-89.8265,US
Alga,49.9032,57.335,KZ
Aberdeen,45.4646,-98.468,US
Magna,40.7094,-112.0828,US
Hobart,41.5139,-87.2729,US
Vestal,42.0492,-76.026,US
Thung Song,8.154,99.7286,TH
Laplace,30.0731,-90.4758,US
East Chicago,41.6484,-87.4536,US
Chiredzi,-21.0496,31.66,ZW
Princeton,25.5396,-80.3971,US
Fortuna Foothills,32.6616,-114.3973,US
Ruston,32.5329,-92.6361,US
Oktyabr'sk,49.4731,57.4449,KZ
Drexel Heights,32.1457,-111.0479,US
Nev'yansk,57.4902,60.2148,RU
Branford,41.2841,-72.7981,US
Oakdale,44.9877,-92.9641,US
Llallagua,-18.42,-66.64,BO
Glen Ellyn,41.8667,-88.0629,US
Sion,46.239,7.354,CH
Saugus,42.4681,-71.0145,US
Gaoua,10.325,-3.174,BF
Ancud,-41.87,-73.83,CL
Aleysk,52.4918,82.7777,RU
Belle Glade,26.6919,-80.6672,US
Sonora,37.9819,-120.3828,US
Lansing,41.5648,-87.5462,US
Kasangulu,-4.5796,15.18,CD
Camiri,-20.05,-63.52,BO
Canton,34.2466,-84.4901,US
Millville,39.3903,-75.0561,US
Mocimboa,-11.3196,40.35,MZ
Fuquay-Varina,35.5961,-78.7807,US
Gloversville,43.0491,-74.3465,US
Cayambe,0.0504,-78.16,EC
Kolpashevo,58.3004,82.9954,RU
Bolobo,-2.1595,16.24,CD
Fridley,45.0841,-93.2595,US
Ashtabula,41.8806,-80.7984,US
Garfield Heights,41.4199,-81.6038,US
Dembi Dolo,8.5337,34.8,ET
Westport,41.1428,-73.3475,US
Santa Vitoria do Palmar,-33.52,-53.37,BR
Seguin,29.5891,-97.9661,US
Ornskoldsvik,63.318,18.7167,SE
Neptune,40.2105,-74.0538,US
Monroeville,40.4262,-79.7605,US
Alice Springs,-23.701,133.88,AU
Dodge City,37.761,-100.0182,US
Sterling,41.7997,-89.6952,US
Mananjary,-21.2167,48.3333,MG
Oak Forest,41.6055,-87.7527,US
East Windsor,40.2606,-74.5295,US
Deer Park,40.7623,-73.3219,US
Kirkwood,38.5789,-90.4203,US
Dix Hills,40.8035,-73.337,US
Independence,38.951,-84.5492,US
Forest Hills,42.9577,-85.4895,US
Vineyard,38.4744,-121.319,US
Sanger,36.6992,-119.5576,US
Galt,38.2693,-121.3,US
Queensbury,43.3621,-73.6753,US
Atkarsk,51.8765,44.9961,RU
Windsor,38.5418,-122.8086,US
Fremont,41.4396,-96.4879,US
Milton,42.2412,-71.0844,US
Danvers,42.574,-70.9494,US
Kinston,35.2748,-77.5937,US
Touba,8.28,-7.684,CI
Glen Cove,40.8709,-73.6287,US
Pasadena,39.1552,-76.5537,US
Tualatin,45.3772,-122.7746,US
Rockledge,28.3201,-80.732,US
Tongyangdao,41.7676,109.9711,CN
Shaker Heights,41.4744,-81.5496,US
Sol'-Iletsk,51.1603,54.9999,RU
Wilmette,42.077,-87.7282,US
Jeffersontown,38.2048,-85.5701,US
Santiago de Tolu,9.5358,-75.572,CO
New Milford,41.6043,-73.4213,US
Canon City,38.4429,-105.2204,US
Vicksburg,32.3173,-90.8868,US
Savonlinna,61.8666,28.8833,FI
St. Helens,45.8572,-122.8163,US
Geraldton,-28.7666,114.6,AU
Plum,40.5024,-79.7496,US
Shalqar,47.8363,59.6141,KZ
Kuaidamao,41.68,125.75,CN
Monticello,45.298,-93.7984,US
Huntley,42.16,-88.433,US
Timaru,-44.3972,171.2425,NZ
Shirley,40.7949,-72.8743,US
West Chicago,41.896,-88.2252,US
Searcy,35.2418,-91.7351,US
Shemonaikha,50.6316,81.905,KZ
Allen Park,42.2595,-83.2107,US
Nikolayevsk-na-Amure,53.1496,140.73,RU
Puerto Armuelles,8.28,-82.87,PA
Gladstone,39.2133,-94.5592,US
Colider,-10.8173,-55.4506,BR
Waterville,44.5441,-69.6624,US
West Islip,40.7097,-73.2971,US
Sikonge,-5.6295,32.77,TZ
Horn Lake,34.9512,-90.0501,US
South Laurel,39.0603,-76.8456,US
Lewes,38.7781,-75.1454,US
New London,41.3502,-72.1023,US
Asino,56.9931,86.1627,RU
Libenge,3.6604,18.62,CD
Paramus,40.9455,-74.0712,US
Bernards,40.6761,-74.5678,US
Norfolk,42.0328,-97.4209,US
Stafford,39.7049,-74.2643,US
Ocean,40.252,-74.0392,US
Fernandina Beach,30.658,-81.4504,US
Coronel Suarez,-37.4666,-61.9166,AR
Zeya,53.75,127.2666,RU
Bunbury,-33.3443,115.6502,AU
Maryland Heights,38.7188,-90.475,US
East Lake-Orient Park,27.9971,-82.3653,US
Tara,56.8982,74.3782,RU
Aripuana,-9.17,-60.64,BR
Shelby,35.2904,-81.5451,US
Chancay,-11.5596,-77.27,PE
Graham,47.0407,-122.2757,US
Wasco,35.5938,-119.3671,US
McHenry,42.3388,-88.2931,US
Wappinger,41.59,-73.8918,US
Chios,38.3681,26.1358,GR
Leo,11.094,-2.098,BF
Paragould,36.0556,-90.5148,US
Yukon,35.5201,-97.7638,US
Wakefield,42.5035,-71.0656,US
Bafoulabe,13.8004,-10.82,ML
Seneca,34.6816,-82.9609,US
Ilchester,39.2187,-76.7684,US
New Windsor,41.4742,-74.1089,US
Shoreview,45.0842,-93.1358,US
Cortland,42.6004,-76.1784,US
Norco,33.9253,-117.55,US
West Milford,41.1062,-74.3913,US
Mint Hill,35.1781,-80.6532,US
Bixby,35.9454,-95.8773,US
Rock Springs,41.5951,-109.2237,US
Zionsville,39.999,-86.2921,US
West Linn,45.3669,-122.6399,US
Pugachev,52.0148,48.7944,RU
Viana,-3.2096,-45,BR
Colleyville,32.8913,-97.1486,US
Waynesboro,39.7525,-77.5822,US
La Ligua,-32.46,-71.24,CL
East St. Louis,38.6156,-90.1304,US
Statesville,35.7838,-80.8711,US
Garden City,42.3244,-83.3412,US
Short Pump,37.6549,-77.6201,US
Thomasville,35.8813,-80.0807,US
Marshalltown,42.0341,-92.9067,US
Ramsey,45.2617,-93.4494,US
Nzega,-4.2096,33.18,TZ
Mahwah,41.0816,-74.1856,US
Natchez,31.5437,-91.3867,US
New Lenox,41.5097,-87.97,US
Batavia,41.8479,-88.3109,US
Xenia,39.6829,-83.9413,US
Chaska,44.8164,-93.6092,US
Okha,53.5739,142.9479,RU
Bakal,54.9459,58.7959,RU
Pearl,32.273,-90.0918,US
Mount Pleasant,42.7129,-87.8875,US
Temple Terrace,28.0437,-82.3774,US
Buy,58.4847,41.5244,RU
Alvin,29.387,-95.2936,US
Brawley,32.9783,-115.5288,US
Fort Hood,31.1345,-97.7797,US
New Smyrna Beach,29.0249,-80.965,US
Morrisville,35.8366,-78.8348,US
Beitbridge,-22.2096,29.99,ZW
Mason City,43.1487,-93.1998,US
Albany,-35.0169,117.8916,AU
Lafayette,37.8919,-122.1189,US
Lebanon,43.6353,-72.2531,US
Washington,37.1325,-113.4893,US
Prior Lake,44.7251,-93.4409,US
Sedalia,38.7042,-93.2351,US
Wethersfield,41.7013,-72.6703,US
Bessemer,33.3709,-86.9713,US
